bias,x,y,class
1,1.9594743031632902,115.03781932541455,0
1,102.54355852934225,103.32440211329242,0
1,234.40031491352528,237.47309481747175,0
1,-65.05902199778396,197.57245983874418,0
1,-198.98960463970994,67.44203895834875,0
1,-20.46784419267371,27.78868943521752,1
1,-243.84955766137472,-85.5198279674772,0
1,113.15307294935786,160.57440202588373,0
1,-231.14435151982167,-201.0723764374028,0
1,-92.00854263834236,-168.0281554693282,0
1,-87.63698079484129,-57.70207868050059,0
1,-158.29028220655783,123.49130949718602,0
1,112.89032156511416,-95.10227090149982,0
1,-5.919159755545849,223.29673229434053,0
1,-206.71529410338812,-34.18633200727217,0
1,6.024921167920013,217.3980086408169,0
1,107.1546916804511,-79.81506708927606,0
1,-237.93817840728087,-80.2875873687569,0
1,201.78384088219406,245.5830134340485,0
1,-150.06548515030448,58.001604866113496,0
1,-62.39739482963441,-244.5388888653544,0
1,-7.957517824234657,-149.11957185394064,0
1,-210.4599887325374,45.122799314650536,0
1,-219.75781752252567,-143.30325909136803,0
1,247.07177061320118,104.09730272331075,0
1,156.36607928859178,98.09777973166877,0
1,119.96444436585216,-159.2519698985551,0
1,-101.90052145815338,-202.88690863969967,0
1,85.59239357302488,93.60276611339464,0
1,0.5021268658590543,-6.775310618503994,1
1,-100.21792681940556,-110.14328524425176,0
1,-215.5388147832033,225.71609358277817,0
1,-41.150073072126105,89.9596718043062,0
1,111.84042552063386,191.52401182856272,0
1,12.671731424344557,44.99871645000451,1
1,-64.5826304703202,111.92401356880634,0
1,-140.71564517320888,-101.37597084362378,0
1,-231.02683136828705,-75.03886660880644,0
1,-12.16735883030745,-249.4132630850321,0
1,198.43535485042236,-231.92910537146543,0
1,145.03697368824174,-75.9096695252696,0
1,173.09093125341383,150.79258006473532,0
1,113.94101463524385,-76.9319407661958,0
1,143.61359279367463,0.006238962432945527,0
1,89.34427126917745,-72.1812441789969,0
1,92.58537733291354,-84.78229699108232,0
1,-168.7529278945294,24.517585810169635,0
1,101.74101706404366,-57.66806557733318,0
1,-44.0829307151227,-50.33184372564443,0
1,239.3569159267047,170.92594380438834,0
1,-246.97298835394727,173.08092806593538,0
1,164.0038928370331,221.31103169323342,0
1,128.84819943622227,-18.05309035540438,0
1,14.297047999851259,-127.13348934532864,0
1,-3.955935431592735,-156.43727758730176,0
1,-153.82117425497543,242.22106775743458,0
1,90.94373529763556,74.5829130080773,0
1,58.08644983736792,198.71555868859133,0
1,23.890216885279415,35.77396364709227,1
1,59.57039397134599,-29.22201795314811,0
1,44.67667294532373,110.82046659526253,0
1,28.924774184019554,-54.813851555292786,0
1,-14.624397239885411,-179.92920096900826,0
1,73.42100819585988,-70.89591958229678,0
1,203.3100108727703,149.7507583023891,0
1,144.36619953911878,37.5969382154783,0
1,-237.51436430626916,-131.02624920210792,0
1,-148.35648435398156,208.15563724760045,0
1,-78.66862335688214,-51.41244210791368,0
1,13.133878540418607,202.0709643525385,0
1,-8.344327568236338,42.566352406835506,1
1,39.62720866779739,82.54462933483228,0
1,-192.22326911071445,-124.43625806406583,0
1,148.69748944689803,-12.845840077188313,0
1,193.46941821592395,-6.100971390347098,0
1,154.34258094264328,-24.753900896125174,0
1,-196.9097024568509,86.48215762155496,0
1,73.3786054381377,-230.12078129154023,0
1,-21.347853904663083,-62.44021941327159,0
1,-183.21722378696475,-156.98507036110138,0
1,248.7676590127204,242.23164073916524,0
1,-225.57481370399412,30.410870622180937,0
1,-249.31687501791728,56.42505931873677,0
1,-41.95079568985955,-175.66919187555547,0
1,176.3339517004507,242.62234323390044,0
1,-241.82730811699832,-216.33890364437187,0
1,-71.76267335295805,-68.37678391250594,0
1,-152.7283598332158,17.066819052302606,0
1,182.28400794380832,237.72992625908716,0
1,-169.14883202816623,-49.08053212041307,0
1,-57.85032259366224,128.20339753320349,0
1,-102.99141537833646,143.37988097506985,0
1,-0.5477045897719961,4.597650491454004,1
1,66.76392101706182,125.72030607569093,0
1,200.9068276466063,104.83798028199232,0
1,85.51179377871046,185.5254421003537,0
1,-62.158192065667095,61.816478193952264,0
1,147.59265025304853,-81.61313553554166,0
1,99.00749549108241,220.9909754126865,0
1,-9.983604592831028,-247.24633454131768,0
1,145.40179153343894,-37.52583566174684,0
1,-26.494262076688642,134.3405557675772,0
1,-209.53140902971484,57.59231572959578,0
1,221.5660831988854,-190.38034925143532,0
1,88.86373293532233,115.84144932390205,0
1,231.29076439234694,-37.142509035043304,0
1,-11.082382694134196,-127.61600899285652,0
1,139.55217224527092,223.10683423599545,0
1,96.51026228022272,-22.257372450735886,0
1,-71.36973033439159,107.45826404440834,0
1,-206.0075410979208,94.80572234189691,0
1,59.98286859977185,-14.757143463914332,0
1,2.932486106886671,-217.18902681711828,0
1,-124.80625987100935,-98.87164005391196,0
1,207.17025815253254,-45.55636471170067,0
1,157.97268880206298,157.40804180381417,0
1,-171.83178327132381,-31.72732333559125,0
1,-143.76387431444527,101.25734998556521,0
1,97.1952864832287,223.93601190844316,0
1,-30.812486933205037,40.3079702068963,1
1,220.59433097047133,-29.261461032786144,0
1,98.83788499168071,95.23341109933352,0
1,-184.79614856940043,-213.21888213142947,0
1,11.452702398423696,191.18418267911812,0
1,43.86236870201611,-220.50258860105748,0
1,-100.92885598096157,152.5211440821513,0
1,-103.5022800083708,-46.04308698028265,0
1,200.99942541981375,115.66978171290981,0
1,-112.51651742345169,-150.06812375000254,0
1,-162.4555793812977,-22.27636202040884,0
1,-177.9952799721624,85.09686576949338,0
1,-187.8854804406298,158.25126883840363,0
1,-137.67108427733132,103.66775100111556,0
1,-154.5580713562299,106.9124769760457,0
1,-130.77754379038615,-50.16135397515592,0
1,-176.27522291029322,33.44581408831215,0
1,-7.693999294807014,-240.137973869644,0
1,152.9452696327955,61.35462155578904,0
1,213.3641484715613,-19.48591540207113,0
1,15.87362799089135,23.31953759980928,1
1,-237.89287852318807,173.96966029380422,0
1,-227.654322583602,-2.9550109275964758,0
1,106.67916868439835,98.754618051541,0
1,187.02418991047233,-228.7162877309333,0
1,130.82948203967084,-101.3768235159566,0
1,-228.6970944160745,59.08184710219717,0
1,-0.6855571443730071,-241.5371252669607,0
1,162.99130881234618,-50.206979068792776,0
1,-247.54378862009753,184.57360037733486,0
1,30.11436491568668,138.07124257450369,0
