x,y,class
-205.65130849848967,87.09095362558696,0
45.23562111923178,-8.753708685258033,1
35.99184017290281,-218.25314285096368,0
-32.17301037300379,62.041568857606876,0
-214.33435200876954,235.18802081879585,0
-74.62781943309415,-77.46876125055951,0
148.4633533594071,-35.948424683304836,0
-45.78846817643833,-176.6326623188893,0
166.3607215826804,-228.20558531014157,0
112.02127106128017,218.12103035636716,0
-167.3335795548369,236.17116443914773,0
246.24705446061927,164.28770615933985,0
-159.08429536931212,175.16089124381648,0
-107.20597215747358,187.75505880709784,0
-75.07899364758273,-229.0705178305617,0
86.58646189397217,-53.28172694975504,0
-230.86332719248526,42.03434063726917,0
-41.20832105727783,-205.80781877741748,0
-106.07245987427484,27.720026991033137,0
2.7971033024825545,-177.4053680735887,0
-126.49380183367693,-129.65501269742117,0
74.8801584131707,-127.56346250978756,0
-122.56956193464686,24.46087528355548,0
-110.29665789764076,80.29622577426397,0
-100.59510997823335,-107.63509941068511,0
-218.5566926961876,225.24629808069523,0
12.517263802387049,-7.818225576452022,1
-231.8057843284197,-72.94505484886267,0
-112.77141998174832,-138.21900962077532,0
169.61584556701507,-30.811316602057445,0
175.44381861048572,231.688565337816,0
-142.38390026746018,-211.9375491644241,0
20.702124152105057,171.56729537798662,0
196.77077464656224,112.45209827889562,0
-228.31474462280565,125.83346893497685,0
17.872315198422484,182.57974847217253,0
-206.06822530224093,-212.3847211293629,0
199.86157172143083,151.1616918747257,0
191.01041946753315,-204.28412571557553,0
-84.30187010336755,118.64504858194954,0
241.57972101102723,-162.85354908692108,0
16.025828778230164,118.67962493452433,0
76.26839039748478,-121.75540999240513,0
28.599079183124957,93.49593915026225,0
188.63584514469335,224.0878248498268,0
133.65094494300382,148.59177249862967,0
-178.20616579141398,-246.1617111112634,0
114.14622312216653,179.10004338895135,0
26.79615367493733,-99.41075611422983,0
-213.24580401215505,-8.71118123143799,0
134.16413829501522,193.84738931365337,0
-28.823737913688518,119.37921808834102,0
246.40027799645918,-133.485813326786,0
7.104713815331593,164.0115151979739,0
-194.32871213209657,171.71507218181074,0
172.7102391498014,88.60476934356319,0
75.82486403345723,31.331242902979852,0
67.082775744451,7.261201465114539,0
